District Code,State,Seat,Urban Pop.,Suburban Pop.,Rural Pop.,Total Pop.,Urban Pop. %,Suburban Pop. %,Rural Pop. %,Total Pop. %
texas09,Texas,9,264745.7235731458,397398.97201160534,16749.02265804606,678893.7182427973,0.38996637685556407,0.5853625705069212,0.0246710526375146,1.0
texas10,Texas,10,103627.69334590976,313915.2668195732,206948.87594775867,624491.8361132416,0.1659392282705815,0.5026731314429059,0.3313876402865126,1.0
texas11,Texas,11,165330.53851088995,363903.66310094914,137915.4208450342,667149.6224568733,0.2478162813043898,0.5454603448036471,0.20672337389196305,1.0
texas12,Texas,12,153200.9624832555,377899.46764826775,80652.38406272094,611752.8141942442,0.2504295181462149,0.6177322913438643,0.1318381905099208,1.0
texas13,Texas,13,168647.89996462362,391247.416759998,175535.31418400997,735430.6309086317,0.22931856911678739,0.531997717142415,0.23868371374079753,1.0
texas14,Texas,14,162986.55985157462,394685.21773645096,131122.89299220845,688794.670580234,0.2366257562856523,0.5730085243022741,0.19036571941207353,1.0
texas15,Texas,15,201488.84717158249,309601.69210336544,173045.6082791807,684136.1475541287,0.29451571575618396,0.4525439756548894,0.2529403085889266,1.0
texas16,Texas,16,233676.74246664703,444951.2045862227,19888.340614304714,698516.2876671745,0.3345329902714998,0.6369947450648865,0.0284722646636137,1.0
texas17,Texas,17,125608.22791782812,314464.6306311732,262064.02484329918,702136.8833923005,0.17889421690962193,0.447867984248129,0.3732377988422491,1.0
texas18,Texas,18,345682.2411103927,300886.2999995759,24004.838353047395,670573.3794630159,0.5155024814543179,0.4487000367365025,0.03579748180917959,1.0
texas19,Texas,19,189298.17368185162,338014.51462774724,205511.8138967771,732824.5022063759,0.25831310649673395,0.4612489260526343,0.2804379674506318,1.0
texas20,Texas,20,256653.19082854016,402799.8830006176,15390.426380744351,674843.5002099021,0.3803151260236058,0.5968789547136951,0.02280591926269919,1.0
texas21,Texas,21,113405.17803490712,367820.06855264574,157699.11158594643,638924.3581734992,0.17749390297014167,0.5756864077058158,0.24681968932404266,1.0
texas22,Texas,22,54022.87825336343,410547.92101566197,93470.53859740801,558041.3378664334,0.09680802225137979,0.7356944605310336,0.16749751721758663,1.0
texas23,Texas,23,157489.13727244714,305052.72546445194,206325.50184260678,668867.3645795059,0.23545645312124805,0.45607356797296905,0.3084699789057829,1.0
texas24,Texas,24,115148.0529437995,577045.4692049203,6457.557003157644,698651.0791518776,0.16481482156097527,0.8259422856763071,0.009242892762717477,1.0
texas25,Texas,25,112658.56340487466,388738.3843612074,180792.40061901978,682189.3483851019,0.16514265969054373,0.5698394225612582,0.2650179177481981,1.0
texas26,Texas,26,65263.04564734011,419584.53445442667,82219.43017135069,567067.0102731175,0.11508877163548512,0.7399205505753922,0.14499067778912267,1.0
texas27,Texas,27,216519.86152500554,315976.52962049056,183961.92816741337,716458.3193129095,0.3022085942593984,0.4410256969638026,0.256765708776799,1.0
texas28,Texas,28,266623.1466645993,288547.24911278783,131481.33188763552,686651.7276650226,0.3882945835893523,0.42022358276735194,0.19148183364329582,1.0
texas29,Texas,29,364289.3456818147,320770.9883017655,36638.790091464296,721699.1240750445,0.5047662294847607,0.4444663677718566,0.050767402743382685,1.0
texas30,Texas,30,321542.1631595032,317811.91115997435,26811.06237925886,666165.1366987363,0.4826763597280775,0.47707676918508607,0.04024687108683651,1.0
texas31,Texas,31,83469.65248495051,340416.60315543774,150680.81700724456,574567.0726476328,0.1452739922953091,0.5924749596018122,0.26225104810287875,1.0
texas32,Texas,32,329470.24765536113,343040.88509410067,5565.224943046494,678076.3576925083,0.48588959623448214,0.5059030317197133,0.008207372045804602,1.0
texas33,Texas,33,387766.12633713946,299281.5780082544,14203.968442722837,701251.6727881167,0.5529628539714059,0.42678198088046826,0.02025516514812588,1.0
texas34,Texas,34,323832.124011393,241286.9892493349,156138.59348548407,721257.706746212,0.44898254948607347,0.33453644514641734,0.21648100536750917,1.0
texas35,Texas,35,233160.1676630743,313446.5971453025,39931.91634518511,586538.6811535619,0.3975188255351066,0.5344005556953864,0.06808061876950708,1.0
texas36,Texas,36,114493.58304480909,397040.82865733036,183025.7059978611,694560.1177000005,0.1648433017201572,0.5716435748889676,0.2635131233908753,1.0
texas37,Texas,37,279716.25188317575,371325.74629557517,3862.292371650032,654904.290550401,0.4271101226838718,0.5669923859920081,0.00589749132412012,1.0
texas38,Texas,38,145166.26325669058,481664.82595109707,16886.852678039264,643717.9418858269,0.22551222175261043,0.7482544676943735,0.026233310553016094,1.0
utah01,Utah,1,176108.13496833164,425990.23012441373,94540.18213542657,696638.547228172,0.25279700020769946,0.6114939114686802,0.13570908832362039,1.0
utah02,Utah,2,143324.96647838978,431539.04044092656,112692.7921631677,687556.7990824841,0.20845545658140677,0.6276412959871787,0.16390324743141446,1.0
utah03,Utah,3,142509.315313473,480981.4209815618,111739.86999547879,735230.6062905136,0.19382941092792716,0.6541912385942082,0.1519793504778645,1.0
utah04,Utah,4,88454.66267188745,434497.90004298365,89742.92159640693,612695.484311278,0.1443696990378802,0.709157993112021,0.14647230785009888,1.0
virginia01,Virginia,1,43637.012882319,459453.40317497327,174267.20593877637,677357.6219960686,0.06442241360439327,0.6783025513480381,0.2572750350475687,1.0
virginia02,Virginia,2,158834.8124744703,449945.91164357396,98754.71666110035,707535.4407791446,0.22449025634611308,0.6359340970228845,0.1395756466310023,1.0
virginia03,Virginia,3,299926.46051492594,428156.60729071125,13465.797931099205,741548.8657367363,0.40445946905595487,0.5773815146562639,0.018159016287781382,1.0
virginia04,Virginia,4,234266.52621181784,355026.22790632624,141026.509593995,730319.2637121391,0.3207727604240709,0.4861246930578878,0.1931025465180413,1.0
virginia05,Virginia,5,99747.09235480735,220796.18998176305,440280.7590543161,760824.0413908865,0.13110402264951634,0.29020664170669286,0.5786893356437908,1.0
virginia06,Virginia,6,113388.32556553259,322314.71665109106,307225.0589525379,742928.1011691615,0.1526235518445069,0.433843754387346,0.4135326937681471,1.0
virginia07,Virginia,7,51782.84764082626,414188.5168827565,195789.1217257192,661760.4862493019,0.07825013538405548,0.6258888608328319,0.29586100378311264,1.0
virginia08,Virginia,8,285455.9711185902,417427.9695753861,9420.413947653193,712304.3546416295,0.4007500013982186,0.5860247334657951,0.01322526513598634,1.0
virginia09,Virginia,9,63991.54319913401,201774.47987007583,545873.6597812481,811639.682850458,0.07884230472122473,0.24860105307006303,0.6725566422087121,1.0
virginia10,Virginia,10,55045.74893516512,475431.77904122625,98801.96186325516,629279.4898396465,0.08747424606066839,0.7555176781025807,0.15700807583675094,1.0
virginia11,Virginia,11,89392.6127181974,627491.5783103346,7496.087750518362,724380.2787790503,0.1234056411210828,0.8662460819170525,0.010348276961864682,1.0
vermont01,Vermont,1,81200.40865220646,153987.42011390722,362286.9625229808,597474.7912890945,0.13590599944310752,0.2577304052973823,0.6063635952595102,1.0
washington01,Washington,1,80422.07232377,489007.6739824507,33468.31483305487,602898.0611392756,0.13339248789720637,0.8110951179016729,0.055512394201120766,1.0
washington02,Washington,2,142158.1793547456,369439.18266739725,176509.46472854455,688106.8267506874,0.20659318266907978,0.5368921921788333,0.25651462515208684,1.0
washington03,Washington,3,101779.81372057936,360092.32684616296,205422.23848462407,667294.3790513664,0.15252610679153444,0.5396303912496229,0.3078435019588428,1.0
washington04,Washington,4,122603.15143324411,338581.64205363934,218415.49889705185,679600.2923839353,0.1804047950055624,0.4982070282311769,0.3213881767632607,1.0
washington05,Washington,5,162818.45207401013,334583.2427837654,203225.05490827726,700626.7497660528,0.23238971696181604,0.47754848483231127,0.2900617982058727,1.0
washington06,Washington,6,117272.47770610456,359969.089476634,220838.39026941193,698079.9574521505,0.1679929017502883,0.5156559583667861,0.31635113988292546,1.0
washington07,Washington,7,356721.6384858175,240402.2961508251,9696.943918304616,606820.8785549472,0.5878532711914864,0.3961668173371145,0.015979911471398992,1.0
washington08,Washington,8,53736.03886320871,440819.40567893925,186242.4616854123,680797.9062275602,0.07893096963380959,0.6475040561179297,0.27356497424826065,1.0
washington09,Washington,9,156657.4564978305,461129.1129604578,14229.779770963418,632016.3492292517,0.24786931016717426,0.7296157979501763,0.022514891882649445,1.0
washington10,Washington,10,126511.70718601054,435798.8155238303,86577.6216730503,648888.1443828911,0.1949668957295041,0.671608534223238,0.13342457004725797,1.0
wisconsin01,Wisconsin,1,177069.3683601473,420874.22956407367,113207.4132652418,711151.0111894627,0.24898982856536078,0.5918211785428308,0.1591889928918085,1.0
wisconsin02,Wisconsin,2,176899.52506189854,338936.4428773762,152642.82454308576,668478.7924823605,0.2646299733832865,0.5070264706809228,0.22834355593579078,1.0
wisconsin03,Wisconsin,3,117353.63424088471,250498.29425025004,343319.0416278481,711170.970118983,0.16501465775698182,0.3522335764188185,0.4827517658241996,1.0
wisconsin04,Wisconsin,4,507213.41539632285,233477.29894174307,7367.028312953737,748057.7426510197,0.6780404592816915,0.3121113326283206,0.009848208089987738,1.0
wisconsin05,Wisconsin,5,84789.26561705691,467478.7576407706,161056.4022177322,713324.4254755597,0.1188649408164168,0.6553522365775033,0.22578282260607996,1.0
wisconsin06,Wisconsin,6,111546.33797741684,368438.8388291897,239304.32488327153,719289.5016898781,0.1550785013758064,0.5122260758200837,0.33269542280410996,1.0
wisconsin07,Wisconsin,7,95560.95382553317,178707.65410214625,442058.73142075987,716327.3393484394,0.13340402994035377,0.2494776400195699,0.6171183300400762,1.0
wisconsin08,Wisconsin,8,139103.4604871128,299606.5333441814,256250.40151405765,694960.3953453519,0.20016027016616836,0.43111310421552246,0.3687266256183091,1.0
westvirginia01,West Virginia,1,126025.06313938569,258464.25739679395,577976.3793515534,962465.699887733,0.13093979676791173,0.2685438633573566,0.6005163398747317,1.0
westvirginia02,West Virginia,2,131502.94337947827,286998.2496915675,472023.77327666205,890524.9663477079,0.1476690136143051,0.3222798467612061,0.5300511396244887,1.0
wyoming01,Wyoming,1,103048.58789633996,246778.32125932636,213775.2142586599,563602.1234143262,0.18283924707747218,0.4378591048669805,0.3793016480555473,1.0
